"lon","lat","layer","bioregion"
4.9,37,"seafloor",24
4.9,37.2,"seafloor",24
4.9,37.4,"seafloor",24
4.9,37.6,"seafloor",24
4.9,37.8,"seafloor",24
4.9,38,"seafloor",24
4.9,38.2,"seafloor",24
4.9,38.4,"seafloor",24
4.9,38.6,"seafloor",24
4.9,38.8,"seafloor",24
4.9,39,"seafloor",24
4.9,39.2,"seafloor",24
4.9,39.4,"seafloor",24
4.9,39.6,"seafloor",24
4.9,39.8,"seafloor",24
4.9,40,"seafloor",24
4.9,40.2,"seafloor",24
4.9,40.4,"seafloor",24
4.9,40.6,"seafloor",24
4.9,40.8,"seafloor",24
4.9,41,"seafloor",24
4.9,41.2,"seafloor",24
4.9,41.4,"seafloor",24
4.9,41.6,"seafloor",24
4.9,41.8,"seafloor",24
4.9,42,"seafloor",24
4.9,42.2,"seafloor",24
4.9,42.4,"seafloor",24
4.9,42.6,"seafloor",24
4.9,42.8,"seafloor",24
4.9,43,"seafloor",1
4.9,43.2,"seafloor",13
5.1,37,"seafloor",24
5.1,37.2,"seafloor",24
5.1,37.4,"seafloor",24
5.1,37.6,"seafloor",24
5.1,37.8,"seafloor",24
5.1,38,"seafloor",24
5.1,38.2,"seafloor",24
5.1,38.4,"seafloor",24
5.1,38.6,"seafloor",24
5.1,38.8,"seafloor",24
5.1,39,"seafloor",24
5.1,39.2,"seafloor",24
5.1,39.4,"seafloor",24
5.1,39.6,"seafloor",24
5.1,39.8,"seafloor",24
5.1,40,"seafloor",24
5.1,40.2,"seafloor",24
5.1,40.4,"seafloor",24
5.1,40.6,"seafloor",24
5.1,40.8,"seafloor",24
5.1,41,"seafloor",24
5.1,41.2,"seafloor",24
5.1,41.4,"seafloor",24
5.1,41.6,"seafloor",24
5.1,41.8,"seafloor",24
5.1,42,"seafloor",24
5.1,42.2,"seafloor",24
5.1,42.4,"seafloor",24
5.1,42.6,"seafloor",24
5.1,42.8,"seafloor",24
5.1,43,"seafloor",24
5.1,43.2,"seafloor",15
5.3,36.8,"seafloor",24
5.3,37,"seafloor",24
5.3,37.2,"seafloor",24
5.3,37.4,"seafloor",24
5.3,37.6,"seafloor",24
5.3,37.8,"seafloor",24
5.3,38,"seafloor",24
5.3,38.2,"seafloor",24
5.3,38.4,"seafloor",24
5.3,38.6,"seafloor",24
5.3,38.8,"seafloor",24
5.3,39,"seafloor",24
5.3,39.2,"seafloor",24
5.3,39.4,"seafloor",24
5.3,39.6,"seafloor",24
5.3,39.8,"seafloor",24
5.3,40,"seafloor",24
5.3,40.2,"seafloor",24
5.3,40.4,"seafloor",24
5.3,40.6,"seafloor",24
5.3,40.8,"seafloor",24
5.3,41,"seafloor",24
5.3,41.2,"seafloor",24
5.3,41.4,"seafloor",24
5.3,41.6,"seafloor",24
5.3,41.8,"seafloor",24
5.3,42,"seafloor",24
5.3,42.2,"seafloor",24
5.3,42.4,"seafloor",24
5.3,42.6,"seafloor",24
5.3,42.8,"seafloor",24
5.3,43,"seafloor",24
5.5,37,"seafloor",24
5.5,37.2,"seafloor",24
5.5,37.4,"seafloor",24
5.5,37.6,"seafloor",24
5.5,37.8,"seafloor",24
5.5,38,"seafloor",24
5.5,38.2,"seafloor",24
5.5,38.4,"seafloor",24
5.5,38.6,"seafloor",24
5.5,38.8,"seafloor",24
5.5,39,"seafloor",24
5.5,39.2,"seafloor",24
5.5,39.4,"seafloor",24
5.5,39.6,"seafloor",24
5.5,39.8,"seafloor",24
5.5,40,"seafloor",24
5.5,40.2,"seafloor",24
5.5,40.4,"seafloor",24
5.5,40.6,"seafloor",24
5.5,40.8,"seafloor",24
5.5,41,"seafloor",24
5.5,41.2,"seafloor",24
5.5,41.4,"seafloor",24
5.5,41.6,"seafloor",24
5.5,41.8,"seafloor",24
5.5,42,"seafloor",24
5.5,42.2,"seafloor",24
5.5,42.4,"seafloor",24
5.5,42.6,"seafloor",24
5.5,42.8,"seafloor",24
5.5,43,"seafloor",24
5.7,37,"seafloor",24
5.7,37.2,"seafloor",24
5.7,37.4,"seafloor",24
5.7,37.6,"seafloor",24
5.7,37.8,"seafloor",24
5.7,38,"seafloor",24
5.7,38.2,"seafloor",24
5.7,38.4,"seafloor",24
5.7,38.6,"seafloor",24
5.7,38.8,"seafloor",24
5.7,39,"seafloor",24
5.7,39.2,"seafloor",24
5.7,39.4,"seafloor",24
5.7,39.6,"seafloor",24
5.7,39.8,"seafloor",24
5.7,40,"seafloor",24
5.7,40.2,"seafloor",24
5.7,40.4,"seafloor",24
5.7,40.6,"seafloor",24
5.7,40.8,"seafloor",24
5.7,41,"seafloor",24
5.7,41.2,"seafloor",24
5.7,41.4,"seafloor",24
5.7,41.6,"seafloor",24
5.7,41.8,"seafloor",24
5.7,42,"seafloor",24
5.7,42.2,"seafloor",24
5.7,42.4,"seafloor",24
5.7,42.6,"seafloor",24
5.7,42.8,"seafloor",24
5.7,43,"seafloor",14
5.9,37,"seafloor",24
5.9,37.2,"seafloor",24
5.9,37.4,"seafloor",24
5.9,37.6,"seafloor",24
5.9,37.8,"seafloor",24
5.9,38,"seafloor",24
5.9,38.2,"seafloor",24
5.9,38.4,"seafloor",24
5.9,38.6,"seafloor",24
5.9,38.8,"seafloor",24
5.9,39,"seafloor",24
5.9,39.2,"seafloor",24
5.9,39.4,"seafloor",24
5.9,39.6,"seafloor",24
5.9,39.8,"seafloor",24
5.9,40,"seafloor",24
5.9,40.2,"seafloor",24
5.9,40.4,"seafloor",24
5.9,40.6,"seafloor",24
5.9,40.8,"seafloor",24
5.9,41,"seafloor",24
5.9,41.2,"seafloor",24
5.9,41.4,"seafloor",24
5.9,41.6,"seafloor",24
5.9,41.8,"seafloor",24
5.9,42,"seafloor",24
5.9,42.2,"seafloor",24
5.9,42.4,"seafloor",24
5.9,42.6,"seafloor",24
5.9,42.8,"seafloor",24
6.1,37,"seafloor",24
6.1,37.2,"seafloor",24
6.1,37.4,"seafloor",24
6.1,37.6,"seafloor",24
6.1,37.8,"seafloor",24
6.1,38,"seafloor",24
6.1,38.2,"seafloor",24
6.1,38.4,"seafloor",24
6.1,38.6,"seafloor",24
6.1,38.8,"seafloor",24
6.1,39,"seafloor",24
6.1,39.2,"seafloor",24
6.1,39.4,"seafloor",24
6.1,39.6,"seafloor",24
6.1,39.8,"seafloor",24
6.1,40,"seafloor",24
6.1,40.2,"seafloor",24
6.1,40.4,"seafloor",24
6.1,40.6,"seafloor",24
6.1,40.8,"seafloor",24
6.1,41,"seafloor",24
6.1,41.2,"seafloor",24
6.1,41.4,"seafloor",24
6.1,41.6,"seafloor",24
6.1,41.8,"seafloor",24
6.1,42,"seafloor",24
6.1,42.2,"seafloor",24
6.1,42.4,"seafloor",14
6.1,42.6,"seafloor",14
6.1,42.8,"seafloor",24
6.3,37.2,"seafloor",24
6.3,37.4,"seafloor",24
6.3,37.6,"seafloor",24
6.3,37.8,"seafloor",24
6.3,38,"seafloor",24
6.3,38.2,"seafloor",24
6.3,38.4,"seafloor",24
6.3,38.6,"seafloor",24
6.3,38.8,"seafloor",24
6.3,39,"seafloor",24
6.3,39.2,"seafloor",24
6.3,39.4,"seafloor",24
6.3,39.6,"seafloor",24
6.3,39.8,"seafloor",24
6.3,40,"seafloor",24
6.3,40.2,"seafloor",24
6.3,40.4,"seafloor",24
6.3,40.6,"seafloor",24
6.3,40.8,"seafloor",24
6.3,41,"seafloor",24
6.3,41.2,"seafloor",24
6.3,41.4,"seafloor",24
6.3,41.6,"seafloor",24
6.3,41.8,"seafloor",24
6.3,42,"seafloor",24
6.3,42.2,"seafloor",24
6.3,42.4,"seafloor",14
6.3,42.6,"seafloor",14
6.3,42.8,"seafloor",14
6.5,37.2,"seafloor",24
6.5,37.4,"seafloor",24
6.5,37.6,"seafloor",24
6.5,37.8,"seafloor",24
6.5,38,"seafloor",24
6.5,38.2,"seafloor",24
6.5,38.4,"seafloor",24
6.5,38.6,"seafloor",24
6.5,38.8,"seafloor",24
6.5,39,"seafloor",24
6.5,39.2,"seafloor",24
6.5,39.4,"seafloor",24
6.5,39.6,"seafloor",24
6.5,39.8,"seafloor",24
6.5,40,"seafloor",24
6.5,40.2,"seafloor",24
6.5,40.4,"seafloor",24
6.5,40.6,"seafloor",24
6.5,40.8,"seafloor",24
6.5,41,"seafloor",24
6.5,41.2,"seafloor",24
6.5,41.4,"seafloor",24
6.5,41.6,"seafloor",24
6.5,41.8,"seafloor",24
6.5,42,"seafloor",24
6.5,42.2,"seafloor",14
6.5,42.4,"seafloor",14
6.5,42.6,"seafloor",14
6.5,42.8,"seafloor",24
6.7,37.2,"seafloor",24
6.7,37.4,"seafloor",24
6.7,37.6,"seafloor",24
6.7,37.8,"seafloor",24
6.7,38,"seafloor",24
6.7,38.2,"seafloor",24
6.7,38.4,"seafloor",24
6.7,38.6,"seafloor",24
6.7,38.8,"seafloor",24
6.7,39,"seafloor",24
6.7,39.2,"seafloor",24
6.7,39.4,"seafloor",24
6.7,39.6,"seafloor",24
6.7,39.8,"seafloor",24
6.7,40,"seafloor",24
6.7,40.2,"seafloor",24
6.7,40.4,"seafloor",24
6.7,40.6,"seafloor",24
6.7,40.8,"seafloor",24
6.7,41,"seafloor",24
6.7,41.2,"seafloor",24
6.7,41.4,"seafloor",24
6.7,41.6,"seafloor",24
6.7,41.8,"seafloor",24
6.7,42,"seafloor",24
6.7,42.2,"seafloor",14
6.7,42.4,"seafloor",14
6.7,42.6,"seafloor",14
6.7,42.8,"seafloor",14
6.7,43,"seafloor",24
6.9,37.2,"seafloor",24
6.9,37.4,"seafloor",24
6.9,37.6,"seafloor",24
6.9,37.8,"seafloor",24
6.9,38,"seafloor",24
6.9,38.2,"seafloor",24
6.9,38.4,"seafloor",24
6.9,38.6,"seafloor",24
6.9,38.8,"seafloor",24
6.9,39,"seafloor",24
6.9,39.2,"seafloor",24
6.9,39.4,"seafloor",24
6.9,39.6,"seafloor",24
6.9,39.8,"seafloor",24
6.9,40,"seafloor",24
6.9,40.2,"seafloor",24
6.9,40.4,"seafloor",24
6.9,40.6,"seafloor",24
6.9,40.8,"seafloor",24
6.9,41,"seafloor",24
6.9,41.2,"seafloor",24
6.9,41.4,"seafloor",24
6.9,41.6,"seafloor",24
6.9,41.8,"seafloor",24
6.9,42,"seafloor",24
6.9,42.2,"seafloor",14
6.9,42.4,"seafloor",14
6.9,42.6,"seafloor",14
6.9,42.8,"seafloor",14
6.9,43,"seafloor",14
6.9,43.2,"seafloor",24
7.1,37.2,"seafloor",24
7.1,37.4,"seafloor",24
7.1,37.6,"seafloor",24
7.1,37.8,"seafloor",24
7.1,38,"seafloor",24
7.1,38.2,"seafloor",24
7.1,38.4,"seafloor",24
7.1,38.6,"seafloor",24
7.1,38.8,"seafloor",24
7.1,39,"seafloor",24
7.1,39.2,"seafloor",24
7.1,39.4,"seafloor",24
7.1,39.6,"seafloor",24
7.1,39.8,"seafloor",24
7.1,40,"seafloor",24
7.1,40.2,"seafloor",24
7.1,40.4,"seafloor",24
7.1,40.6,"seafloor",24
7.1,40.8,"seafloor",24
7.1,41,"seafloor",24
7.1,41.2,"seafloor",24
7.1,41.4,"seafloor",24
7.1,41.6,"seafloor",24
7.1,41.8,"seafloor",24
7.1,42,"seafloor",14
7.1,42.2,"seafloor",14
7.1,42.4,"seafloor",14
7.1,42.6,"seafloor",14
7.1,42.8,"seafloor",14
7.1,43,"seafloor",14
7.1,43.2,"seafloor",24
7.1,43.4,"seafloor",24
7.3,37.2,"seafloor",1
7.3,37.4,"seafloor",24
7.3,37.6,"seafloor",24
7.3,37.8,"seafloor",24
7.3,38,"seafloor",24
7.3,38.2,"seafloor",24
7.3,38.4,"seafloor",24
7.3,38.6,"seafloor",24
7.3,38.8,"seafloor",24
7.3,39,"seafloor",24
7.3,39.2,"seafloor",24
7.3,39.4,"seafloor",24
7.3,39.6,"seafloor",24
7.3,39.8,"seafloor",24
7.3,40,"seafloor",24
7.3,40.2,"seafloor",24
7.3,40.4,"seafloor",24
7.3,40.6,"seafloor",24
7.3,40.8,"seafloor",24
7.3,41,"seafloor",24
7.3,41.2,"seafloor",24
7.3,41.4,"seafloor",24
7.3,41.6,"seafloor",24
7.3,41.8,"seafloor",24
7.3,42,"seafloor",14
7.3,42.2,"seafloor",14
7.3,42.4,"seafloor",14
7.3,42.6,"seafloor",14
7.3,42.8,"seafloor",14
7.3,43,"seafloor",14
7.3,43.2,"seafloor",24
7.3,43.4,"seafloor",24
7.5,37.2,"seafloor",24
7.5,37.4,"seafloor",24
7.5,37.6,"seafloor",24
7.5,37.8,"seafloor",24
7.5,38,"seafloor",24
7.5,38.2,"seafloor",24
7.5,38.4,"seafloor",24
7.5,38.6,"seafloor",24
7.5,38.8,"seafloor",24
7.5,39,"seafloor",24
7.5,39.2,"seafloor",24
7.5,39.4,"seafloor",24
7.5,39.6,"seafloor",24
7.5,39.8,"seafloor",24
7.5,40,"seafloor",24
7.5,40.2,"seafloor",24
7.5,40.4,"seafloor",24
7.5,40.6,"seafloor",24
7.5,40.8,"seafloor",24
7.5,41,"seafloor",24
7.5,41.2,"seafloor",24
7.5,41.4,"seafloor",24
7.5,41.6,"seafloor",24
7.5,41.8,"seafloor",24
7.5,42,"seafloor",14
7.5,42.2,"seafloor",14
7.5,42.4,"seafloor",14
7.5,42.6,"seafloor",14
7.5,42.8,"seafloor",14
7.5,43,"seafloor",14
7.5,43.2,"seafloor",14
7.5,43.4,"seafloor",24
7.5,43.6,"seafloor",24
7.7,37.2,"seafloor",24
7.7,37.4,"seafloor",24
7.7,37.6,"seafloor",24
7.7,37.8,"seafloor",24
7.7,38,"seafloor",24
7.7,38.2,"seafloor",24
7.7,38.4,"seafloor",24
7.7,38.6,"seafloor",24
7.7,38.8,"seafloor",24
7.7,39,"seafloor",24
7.7,39.2,"seafloor",10
7.7,39.4,"seafloor",24
7.7,39.6,"seafloor",24
7.7,39.8,"seafloor",24
7.7,40,"seafloor",24
7.7,40.2,"seafloor",24
7.7,40.4,"seafloor",24
7.7,40.6,"seafloor",24
7.7,40.8,"seafloor",24
7.7,41,"seafloor",24
7.7,41.2,"seafloor",24
7.7,41.4,"seafloor",24
7.7,41.6,"seafloor",24
7.7,41.8,"seafloor",14
7.7,42,"seafloor",14
7.7,42.2,"seafloor",14
7.7,42.4,"seafloor",14
7.7,42.6,"seafloor",14
7.7,42.8,"seafloor",14
7.7,43,"seafloor",14
7.7,43.2,"seafloor",14
7.7,43.4,"seafloor",24
7.7,43.6,"seafloor",24
7.9,37,"seafloor",17
7.9,37.2,"seafloor",24
7.9,37.4,"seafloor",24
7.9,37.6,"seafloor",24
7.9,37.8,"seafloor",24
7.9,38,"seafloor",24
7.9,38.2,"seafloor",24
7.9,38.4,"seafloor",24
7.9,38.6,"seafloor",24
7.9,38.8,"seafloor",24
7.9,39,"seafloor",1
7.9,39.2,"seafloor",1
7.9,39.4,"seafloor",1
7.9,39.6,"seafloor",10
7.9,39.8,"seafloor",24
7.9,40,"seafloor",24
7.9,40.2,"seafloor",10
7.9,40.4,"seafloor",1
7.9,40.6,"seafloor",1
7.9,40.8,"seafloor",24
7.9,41,"seafloor",24
7.9,41.2,"seafloor",24
7.9,41.4,"seafloor",24
7.9,41.6,"seafloor",24
7.9,41.8,"seafloor",14
7.9,42,"seafloor",14
7.9,42.2,"seafloor",14
7.9,42.4,"seafloor",14
7.9,42.6,"seafloor",14
7.9,42.8,"seafloor",14
7.9,43,"seafloor",14
7.9,43.2,"seafloor",14
7.9,43.4,"seafloor",24
7.9,43.6,"seafloor",24
8.1,37.2,"seafloor",14
8.1,37.4,"seafloor",24
8.1,37.6,"seafloor",24
8.1,37.8,"seafloor",24
8.1,38,"seafloor",24
8.1,38.2,"seafloor",24
8.1,38.4,"seafloor",24
8.1,38.6,"seafloor",24
8.1,38.8,"seafloor",1
8.1,39,"seafloor",13
8.1,39.2,"seafloor",13
8.1,39.4,"seafloor",1
8.1,39.6,"seafloor",1
8.1,39.8,"seafloor",1
8.1,40,"seafloor",1
8.1,40.2,"seafloor",13
8.1,40.4,"seafloor",13
8.1,41.2,"seafloor",10
8.1,41.4,"seafloor",24
8.1,41.6,"seafloor",24
8.1,41.8,"seafloor",14
8.1,42,"seafloor",14
8.1,42.2,"seafloor",14
8.1,42.4,"seafloor",14
8.1,42.6,"seafloor",14
8.1,42.8,"seafloor",14
8.1,43,"seafloor",14
8.1,43.2,"seafloor",14
8.1,43.4,"seafloor",14
8.1,43.6,"seafloor",24
8.1,43.8,"seafloor",24
8.3,37.2,"seafloor",1
8.3,37.4,"seafloor",24
8.3,37.6,"seafloor",24
8.3,37.8,"seafloor",24
8.3,38,"seafloor",24
8.3,38.2,"seafloor",24
8.3,38.4,"seafloor",24
8.3,38.6,"seafloor",1
8.3,38.8,"seafloor",13
8.3,39.6,"seafloor",5
8.3,39.8,"seafloor",13
8.3,40.2,"seafloor",5
8.3,41.4,"seafloor",24
8.3,41.6,"seafloor",24
8.3,41.8,"seafloor",24
8.3,42,"seafloor",24
8.3,42.2,"seafloor",24
8.3,42.4,"seafloor",14
8.3,42.6,"seafloor",14
8.3,42.8,"seafloor",14
8.3,43,"seafloor",14
8.3,43.2,"seafloor",14
8.3,43.4,"seafloor",14
8.3,43.6,"seafloor",14
8.3,43.8,"seafloor",24
8.5,37.2,"seafloor",17
8.5,37.4,"seafloor",13
8.5,37.6,"seafloor",24
8.5,37.8,"seafloor",24
8.5,38,"seafloor",24
8.5,38.2,"seafloor",24
8.5,38.4,"seafloor",1
8.5,38.6,"seafloor",1
8.5,38.8,"seafloor",12
8.5,41,"seafloor",17
8.5,41.2,"seafloor",1
8.5,41.4,"seafloor",24
8.5,41.6,"seafloor",24
8.5,41.8,"seafloor",24
8.5,42.6,"seafloor",24
8.5,42.8,"seafloor",24
8.5,43,"seafloor",14
8.5,43.2,"seafloor",14
8.5,43.4,"seafloor",14
8.5,43.6,"seafloor",14
8.5,43.8,"seafloor",14
8.5,44,"seafloor",24
8.7,37.2,"seafloor",5
8.7,37.4,"seafloor",17
8.7,37.6,"seafloor",1
8.7,37.8,"seafloor",24
8.7,38,"seafloor",24
8.7,38.2,"seafloor",24
8.7,38.4,"seafloor",24
8.7,38.6,"seafloor",1
8.7,41.2,"seafloor",1
8.7,41.4,"seafloor",1
8.7,42.8,"seafloor",24
8.7,43,"seafloor",14
8.7,43.2,"seafloor",14
8.7,43.4,"seafloor",14
8.7,43.6,"seafloor",14
8.7,43.8,"seafloor",24
8.7,44,"seafloor",24
8.7,44.2,"seafloor",24
8.9,37.2,"seafloor",12
8.9,37.4,"seafloor",13
8.9,37.8,"seafloor",1
8.9,38,"seafloor",24
8.9,38.2,"seafloor",24
8.9,38.4,"seafloor",24
8.9,38.6,"seafloor",1
8.9,41.2,"seafloor",13
8.9,42.8,"seafloor",24
8.9,43,"seafloor",24
8.9,43.2,"seafloor",24
8.9,43.4,"seafloor",14
8.9,43.6,"seafloor",14
8.9,43.8,"seafloor",24
8.9,44,"seafloor",24
8.9,44.2,"seafloor",24
9.1,37.4,"seafloor",5
9.1,37.6,"seafloor",13
9.1,37.8,"seafloor",13
9.1,38,"seafloor",1
9.1,38.2,"seafloor",24
9.1,38.4,"seafloor",24
9.1,38.6,"seafloor",1
9.1,38.8,"seafloor",1
9.1,43,"seafloor",24
9.1,43.2,"seafloor",24
9.1,43.4,"seafloor",24
9.1,43.6,"seafloor",24
9.1,43.8,"seafloor",24
9.1,44,"seafloor",24
9.1,44.2,"seafloor",24
9.3,37.4,"seafloor",12
9.3,37.6,"seafloor",1
9.3,37.8,"seafloor",1
9.3,38,"seafloor",1
9.3,38.2,"seafloor",1
9.3,38.4,"seafloor",24
9.3,38.6,"seafloor",1
9.3,38.8,"seafloor",1
9.3,39,"seafloor",1
9.3,43.2,"seafloor",14
9.3,43.4,"seafloor",24
9.3,43.6,"seafloor",24
9.3,43.8,"seafloor",24
9.3,44,"seafloor",14
9.3,44.2,"seafloor",24
9.5,37.4,"seafloor",13
9.5,37.6,"seafloor",1
9.5,37.8,"seafloor",1
9.5,38,"seafloor",1
9.5,38.2,"seafloor",1
9.5,38.4,"seafloor",24
9.5,38.6,"seafloor",1
9.5,38.8,"seafloor",1
9.5,41.4,"seafloor",17
9.5,41.6,"seafloor",1
9.5,41.8,"seafloor",1
9.5,43.2,"seafloor",13
9.5,43.4,"seafloor",14
9.5,43.6,"seafloor",14
9.5,43.8,"seafloor",14
9.5,44,"seafloor",14
9.7,37.6,"seafloor",1
9.7,37.8,"seafloor",1
9.7,38,"seafloor",1
9.7,38.2,"seafloor",1
9.7,38.4,"seafloor",1
9.7,38.6,"seafloor",1
9.7,38.8,"seafloor",1
9.7,39,"seafloor",1
9.7,39.2,"seafloor",1
9.7,41.2,"seafloor",17
9.7,41.4,"seafloor",1
9.7,41.6,"seafloor",1
9.7,41.8,"seafloor",1
9.7,42,"seafloor",1
9.7,42.2,"seafloor",1
9.7,42.4,"seafloor",1
9.7,42.6,"seafloor",1
9.7,42.8,"seafloor",1
9.7,43,"seafloor",1
9.7,43.2,"seafloor",1
9.7,43.4,"seafloor",14
9.7,43.6,"seafloor",14
9.7,43.8,"seafloor",14
9.7,44,"seafloor",1
9.9,37.6,"seafloor",1
9.9,37.8,"seafloor",1
9.9,38,"seafloor",1
9.9,38.2,"seafloor",1
9.9,38.4,"seafloor",1
9.9,38.6,"seafloor",14
9.9,38.8,"seafloor",1
9.9,39,"seafloor",1
9.9,39.2,"seafloor",1
9.9,39.4,"seafloor",1
9.9,39.6,"seafloor",10
9.9,39.8,"seafloor",1
9.9,40,"seafloor",1
9.9,40.2,"seafloor",1
9.9,40.4,"seafloor",1
9.9,40.8,"seafloor",13
9.9,41,"seafloor",13
9.9,41.2,"seafloor",1
9.9,41.4,"seafloor",1
9.9,41.6,"seafloor",1
9.9,41.8,"seafloor",1
9.9,42,"seafloor",1
9.9,42.2,"seafloor",1
9.9,42.4,"seafloor",10
9.9,42.6,"seafloor",1
9.9,42.8,"seafloor",1
9.9,43.2,"seafloor",13
9.9,43.6,"seafloor",1
9.9,43.8,"seafloor",1
10.1,37.4,"seafloor",17
10.1,37.6,"seafloor",1
10.1,37.8,"seafloor",1
10.1,38,"seafloor",1
10.1,38.2,"seafloor",1
10.1,38.4,"seafloor",1
10.1,38.6,"seafloor",1
10.1,38.8,"seafloor",24
10.1,39,"seafloor",10
10.1,39.2,"seafloor",10
10.1,39.4,"seafloor",10
10.1,39.6,"seafloor",10
10.1,39.8,"seafloor",10
10.1,40,"seafloor",1
10.1,40.2,"seafloor",10
10.1,40.4,"seafloor",10
10.1,40.6,"seafloor",10
10.1,40.8,"seafloor",1
10.1,41,"seafloor",1
10.1,41.2,"seafloor",10
10.1,41.4,"seafloor",10
10.1,41.6,"seafloor",1
10.1,41.8,"seafloor",1
10.1,42,"seafloor",1
10.1,42.2,"seafloor",13
10.1,42.4,"seafloor",13
10.1,43,"seafloor",13
10.1,43.2,"seafloor",13
10.1,43.4,"seafloor",13
10.1,43.6,"seafloor",17
10.1,43.8,"seafloor",13
10.3,34,"seafloor",17
10.3,34.2,"seafloor",17
10.3,37.4,"seafloor",17
10.3,37.6,"seafloor",5
10.3,37.8,"seafloor",1
10.3,38,"seafloor",1
10.3,38.2,"seafloor",1
10.3,38.4,"seafloor",1
10.3,38.6,"seafloor",14
10.3,38.8,"seafloor",24
10.3,39,"seafloor",10
10.3,39.2,"seafloor",24
10.3,39.4,"seafloor",10
10.3,39.6,"seafloor",10
10.3,39.8,"seafloor",24
10.3,40,"seafloor",10
10.3,40.2,"seafloor",24
10.3,40.4,"seafloor",13
10.3,40.6,"seafloor",1
10.3,40.8,"seafloor",1
10.3,41,"seafloor",10
10.3,41.2,"seafloor",10
10.3,41.4,"seafloor",10
10.3,41.6,"seafloor",10
10.3,41.8,"seafloor",10
10.3,42,"seafloor",10
10.3,42.2,"seafloor",1
10.3,42.6,"seafloor",12
10.3,43,"seafloor",13
10.3,43.2,"seafloor",13
10.5,33.8,"seafloor",2
10.5,34,"seafloor",17
10.5,34.2,"seafloor",2
10.5,34.4,"seafloor",2
10.5,37,"seafloor",17
10.5,37.2,"seafloor",13
10.5,37.4,"seafloor",5
10.5,37.6,"seafloor",1
10.5,37.8,"seafloor",12
10.5,38,"seafloor",1
10.5,38.2,"seafloor",1
10.5,38.4,"seafloor",1
10.5,38.6,"seafloor",10
10.5,38.8,"seafloor",10
10.5,39,"seafloor",10
10.5,39.2,"seafloor",10
10.5,39.4,"seafloor",10
10.5,39.6,"seafloor",10
10.5,39.8,"seafloor",10
10.5,40,"seafloor",24
10.5,40.2,"seafloor",24
10.5,40.4,"seafloor",24
10.5,40.6,"seafloor",10
10.5,40.8,"seafloor",10
10.5,41,"seafloor",24
10.5,41.2,"seafloor",10
10.5,41.4,"seafloor",10
10.5,41.6,"seafloor",10
10.5,41.8,"seafloor",10
10.5,42,"seafloor",10
10.5,42.2,"seafloor",1
10.5,42.4,"seafloor",1
10.5,42.6,"seafloor",13
10.7,34,"seafloor",2
10.7,34.2,"seafloor",2
10.7,34.4,"seafloor",2
10.7,36,"seafloor",2
10.7,36.2,"seafloor",2
10.7,37,"seafloor",2
10.7,37.2,"seafloor",13
10.7,37.4,"seafloor",1
10.7,37.6,"seafloor",1
10.7,37.8,"seafloor",13
10.7,38,"seafloor",1
10.7,38.2,"seafloor",1
10.7,38.4,"seafloor",1
10.7,38.6,"seafloor",1
10.7,38.8,"seafloor",24
10.7,39,"seafloor",10
10.7,39.2,"seafloor",10
10.7,39.4,"seafloor",10
10.7,39.6,"seafloor",10
10.7,39.8,"seafloor",24
10.7,40,"seafloor",10
10.7,40.2,"seafloor",24
10.7,40.4,"seafloor",24
10.7,40.6,"seafloor",24
10.7,40.8,"seafloor",24
10.7,41,"seafloor",10
10.7,41.2,"seafloor",10
10.7,41.4,"seafloor",10
10.7,41.6,"seafloor",1
10.7,41.8,"seafloor",10
10.7,42,"seafloor",10
10.7,42.2,"seafloor",10
10.7,42.4,"seafloor",1
10.7,42.6,"seafloor",13
10.9,34,"seafloor",2
10.9,34.2,"seafloor",2
10.9,34.4,"seafloor",2
10.9,36,"seafloor",2
10.9,36.2,"seafloor",2
10.9,36.4,"seafloor",2
10.9,37.2,"seafloor",17
10.9,37.4,"seafloor",1
10.9,37.6,"seafloor",1
10.9,37.8,"seafloor",1
10.9,38,"seafloor",1
10.9,38.2,"seafloor",1
10.9,38.4,"seafloor",1
10.9,38.6,"seafloor",1
10.9,38.8,"seafloor",1
10.9,39,"seafloor",24
10.9,39.2,"seafloor",10
10.9,39.4,"seafloor",10
10.9,39.6,"seafloor",10
10.9,39.8,"seafloor",10
10.9,40,"seafloor",10
10.9,40.2,"seafloor",10
10.9,40.4,"seafloor",10
10.9,40.6,"seafloor",10
10.9,40.8,"seafloor",24
10.9,41,"seafloor",10
10.9,41.2,"seafloor",10
10.9,41.4,"seafloor",10
10.9,41.6,"seafloor",10
10.9,41.8,"seafloor",10
10.9,42,"seafloor",10
10.9,42.2,"seafloor",1
10.9,42.6,"seafloor",2
11.1,34,"seafloor",2
11.1,34.2,"seafloor",2
11.1,34.4,"seafloor",2
11.1,36,"seafloor",2
11.1,36.2,"seafloor",2
11.1,36.4,"seafloor",2
11.1,36.6,"seafloor",2
11.1,37.2,"seafloor",12
11.1,37.4,"seafloor",1
11.1,37.6,"seafloor",1
11.1,37.8,"seafloor",1
11.1,38,"seafloor",1
11.1,38.2,"seafloor",1
11.1,38.4,"seafloor",1
11.1,38.6,"seafloor",1
11.1,38.8,"seafloor",1
11.1,39,"seafloor",24
11.1,39.2,"seafloor",10
11.1,39.4,"seafloor",10
11.1,39.6,"seafloor",10
11.1,39.8,"seafloor",10
11.1,40,"seafloor",10
11.1,40.2,"seafloor",10
