"lon","lat","layer","trophic","ecoregion"
24.9,35.6,"benthic","secondary consumers",4
24.9,35.8,"benthic","secondary consumers",1
24.9,36,"benthic","secondary consumers",1
24.9,36.2,"benthic","secondary consumers",4
24.9,36.4,"benthic","secondary consumers",2
24.9,36.8,"benthic","secondary consumers",7
24.9,37.2,"benthic","secondary consumers",6
24.9,38.2,"benthic","secondary consumers",2
24.9,38.4,"benthic","secondary consumers",2
24.9,38.6,"benthic","secondary consumers",2
24.9,38.8,"benthic","secondary consumers",7
24.9,39,"benthic","secondary consumers",4
24.9,39.2,"benthic","secondary consumers",4
24.9,39.4,"benthic","secondary consumers",7
24.9,39.6,"benthic","secondary consumers",6
24.9,39.8,"benthic","secondary consumers",1
24.9,40,"benthic","secondary consumers",7
24.9,40.2,"benthic","secondary consumers",7
24.9,40.4,"benthic","secondary consumers",7
24.9,40.6,"benthic","secondary consumers",1
25.1,32.2,"benthic","secondary consumers",1
25.1,32.4,"benthic","secondary consumers",1
25.1,32.6,"benthic","secondary consumers",3
25.1,32.8,"benthic","secondary consumers",3
25.1,33,"benthic","secondary consumers",3
25.1,33.2,"benthic","secondary consumers",3
25.1,33.4,"benthic","secondary consumers",3
25.1,33.6,"benthic","secondary consumers",3
25.1,33.8,"benthic","secondary consumers",3
25.1,34,"benthic","secondary consumers",NA
25.1,34.2,"benthic","secondary consumers",NA
25.1,34.4,"benthic","secondary consumers",3
25.1,34.6,"benthic","secondary consumers",1
25.1,34.8,"benthic","secondary consumers",3
25.1,35.6,"benthic","secondary consumers",2
25.1,35.8,"benthic","secondary consumers",3
25.1,36,"benthic","secondary consumers",3
25.1,36.2,"benthic","secondary consumers",4
25.1,36.4,"benthic","secondary consumers",2
25.1,37.4,"benthic","secondary consumers",9
25.1,37.8,"benthic","secondary consumers",7
25.1,38,"benthic","secondary consumers",7
25.1,38.2,"benthic","secondary consumers",2
25.1,38.4,"benthic","secondary consumers",2
25.1,38.6,"benthic","secondary consumers",2
25.1,38.8,"benthic","secondary consumers",7
25.1,39,"benthic","secondary consumers",7
25.1,39.2,"benthic","secondary consumers",2
25.1,39.4,"benthic","secondary consumers",1
25.1,40.2,"benthic","secondary consumers",1
25.1,40.4,"benthic","secondary consumers",7
25.1,40.6,"benthic","secondary consumers",1
25.1,40.8,"benthic","secondary consumers",6
25.3,31.8,"benthic","secondary consumers",2
25.3,32,"benthic","secondary consumers",4
25.3,32.2,"benthic","secondary consumers",1
25.3,32.4,"benthic","secondary consumers",NA
25.3,32.6,"benthic","secondary consumers",NA
25.3,32.8,"benthic","secondary consumers",3
25.3,33,"benthic","secondary consumers",3
25.3,33.2,"benthic","secondary consumers",3
25.3,33.4,"benthic","secondary consumers",3
25.3,33.6,"benthic","secondary consumers",3
25.3,33.8,"benthic","secondary consumers",3
25.3,34,"benthic","secondary consumers",NA
25.3,34.2,"benthic","secondary consumers",NA
25.3,34.4,"benthic","secondary consumers",1
25.3,34.6,"benthic","secondary consumers",4
25.3,34.8,"benthic","secondary consumers",4
25.3,35.6,"benthic","secondary consumers",2
25.3,35.8,"benthic","secondary consumers",3
25.3,36,"benthic","secondary consumers",3
25.3,36.2,"benthic","secondary consumers",4
25.3,37.8,"benthic","secondary consumers",2
25.3,38,"benthic","secondary consumers",7
25.3,38.2,"benthic","secondary consumers",7
25.3,38.4,"benthic","secondary consumers",2
25.3,38.6,"benthic","secondary consumers",2
25.3,38.8,"benthic","secondary consumers",1
25.3,39,"benthic","secondary consumers",1
25.3,39.2,"benthic","secondary consumers",7
25.3,39.4,"benthic","secondary consumers",7
25.3,39.6,"benthic","secondary consumers",6
25.3,40.2,"benthic","secondary consumers",2
25.3,40.4,"benthic","secondary consumers",6
25.3,40.6,"benthic","secondary consumers",6
25.3,40.8,"benthic","secondary consumers",6
25.5,31.8,"benthic","secondary consumers",1
25.5,32,"benthic","secondary consumers",4
25.5,32.2,"benthic","secondary consumers",NA
25.5,32.4,"benthic","secondary consumers",NA
25.5,32.6,"benthic","secondary consumers",NA
25.5,32.8,"benthic","secondary consumers",3
25.5,33,"benthic","secondary consumers",3
25.5,33.2,"benthic","secondary consumers",3
25.5,33.4,"benthic","secondary consumers",3
25.5,33.6,"benthic","secondary consumers",3
25.5,33.8,"benthic","secondary consumers",NA
25.5,34,"benthic","secondary consumers",NA
25.5,34.2,"benthic","secondary consumers",NA
25.5,34.4,"benthic","secondary consumers",NA
25.5,34.6,"benthic","secondary consumers",4
25.5,34.8,"benthic","secondary consumers",2
25.5,35.6,"benthic","secondary consumers",7
25.5,35.8,"benthic","secondary consumers",1
25.5,36,"benthic","secondary consumers",1
25.5,36.2,"benthic","secondary consumers",4
25.5,36.6,"benthic","secondary consumers",7
25.5,37.6,"benthic","secondary consumers",4
25.5,37.8,"benthic","secondary consumers",4
25.5,38,"benthic","secondary consumers",2
25.5,38.2,"benthic","secondary consumers",7
25.5,38.4,"benthic","secondary consumers",2
25.5,38.8,"benthic","secondary consumers",7
25.5,39,"benthic","secondary consumers",7
25.5,39.2,"benthic","secondary consumers",1
25.5,39.4,"benthic","secondary consumers",7
25.5,39.6,"benthic","secondary consumers",1
25.5,39.8,"benthic","secondary consumers",6
25.5,40.2,"benthic","secondary consumers",1
25.7,31.8,"benthic","secondary consumers",6
25.7,32,"benthic","secondary consumers",1
25.7,32.2,"benthic","secondary consumers",NA
25.7,32.4,"benthic","secondary consumers",NA
25.7,32.6,"benthic","secondary consumers",NA
25.7,32.8,"benthic","secondary consumers",NA
25.7,33,"benthic","secondary consumers",NA
25.7,33.2,"benthic","secondary consumers",3
25.7,33.4,"benthic","secondary consumers",3
25.7,33.6,"benthic","secondary consumers",NA
25.7,33.8,"benthic","secondary consumers",NA
25.7,34,"benthic","secondary consumers",NA
25.7,34.2,"benthic","secondary consumers",NA
25.7,34.4,"benthic","secondary consumers",3
25.7,34.6,"benthic","secondary consumers",4
25.7,35.6,"benthic","secondary consumers",2
25.7,35.8,"benthic","secondary consumers",1
25.7,36,"benthic","secondary consumers",1
25.7,36.2,"benthic","secondary consumers",2
25.7,37.2,"benthic","secondary consumers",1
25.7,37.4,"benthic","secondary consumers",7
25.7,37.6,"benthic","secondary consumers",2
25.7,37.8,"benthic","secondary consumers",2
25.7,38,"benthic","secondary consumers",7
25.7,38.2,"benthic","secondary consumers",7
25.7,38.4,"benthic","secondary consumers",7
25.7,38.8,"benthic","secondary consumers",7
25.7,39,"benthic","secondary consumers",7
25.7,39.2,"benthic","secondary consumers",6
25.7,39.4,"benthic","secondary consumers",1
25.7,39.6,"benthic","secondary consumers",7
25.7,39.8,"benthic","secondary consumers",6
25.7,40.6,"benthic","secondary consumers",9
25.9,31.8,"benthic","secondary consumers",9
25.9,32,"benthic","secondary consumers",3
25.9,32.2,"benthic","secondary consumers",NA
25.9,32.4,"benthic","secondary consumers",NA
25.9,32.6,"benthic","secondary consumers",NA
25.9,32.8,"benthic","secondary consumers",NA
25.9,33,"benthic","secondary consumers",3
25.9,33.2,"benthic","secondary consumers",3
25.9,33.4,"benthic","secondary consumers",3
25.9,33.6,"benthic","secondary consumers",NA
25.9,33.8,"benthic","secondary consumers",NA
25.9,34,"benthic","secondary consumers",NA
25.9,34.2,"benthic","secondary consumers",NA
25.9,34.4,"benthic","secondary consumers",NA
25.9,34.6,"benthic","secondary consumers",3
25.9,34.8,"benthic","secondary consumers",1
25.9,35.4,"benthic","secondary consumers",2
25.9,35.6,"benthic","secondary consumers",2
25.9,35.8,"benthic","secondary consumers",1
25.9,36,"benthic","secondary consumers",4
25.9,36.6,"benthic","secondary consumers",2
25.9,37,"benthic","secondary consumers",7
25.9,37.4,"benthic","secondary consumers",7
25.9,37.6,"benthic","secondary consumers",7
25.9,37.8,"benthic","secondary consumers",2
25.9,38,"benthic","secondary consumers",7
25.9,38.8,"benthic","secondary consumers",7
25.9,39,"benthic","secondary consumers",7
25.9,39.4,"benthic","secondary consumers",7
25.9,39.6,"benthic","secondary consumers",6
25.9,40,"benthic","secondary consumers",6
25.9,40.4,"benthic","secondary consumers",2
25.9,40.6,"benthic","secondary consumers",9
26.1,31.8,"benthic","secondary consumers",1
26.1,32,"benthic","secondary consumers",1
26.1,32.2,"benthic","secondary consumers",NA
26.1,32.4,"benthic","secondary consumers",NA
26.1,32.6,"benthic","secondary consumers",NA
26.1,32.8,"benthic","secondary consumers",NA
26.1,33,"benthic","secondary consumers",NA
26.1,33.2,"benthic","secondary consumers",3
26.1,33.4,"benthic","secondary consumers",3
26.1,33.6,"benthic","secondary consumers",NA
26.1,33.8,"benthic","secondary consumers",NA
26.1,34,"benthic","secondary consumers",NA
26.1,34.2,"benthic","secondary consumers",NA
26.1,34.4,"benthic","secondary consumers",NA
26.1,34.6,"benthic","secondary consumers",NA
26.1,34.8,"benthic","secondary consumers",1
26.1,35.6,"benthic","secondary consumers",NA
26.1,35.8,"benthic","secondary consumers",1
26.1,36,"benthic","secondary consumers",4
26.1,36.2,"benthic","secondary consumers",2
26.1,36.4,"benthic","secondary consumers",7
26.1,37.2,"benthic","secondary consumers",7
26.1,37.4,"benthic","secondary consumers",2
26.1,37.8,"benthic","secondary consumers",4
26.1,38,"benthic","secondary consumers",2
26.1,38.8,"benthic","secondary consumers",7
26.1,40.4,"benthic","secondary consumers",7
26.3,31.8,"benthic","secondary consumers",7
26.3,32,"benthic","secondary consumers",NA
26.3,32.2,"benthic","secondary consumers",NA
26.3,32.4,"benthic","secondary consumers",NA
26.3,32.6,"benthic","secondary consumers",NA
26.3,32.8,"benthic","secondary consumers",NA
26.3,33,"benthic","secondary consumers",NA
26.3,33.2,"benthic","secondary consumers",NA
26.3,33.4,"benthic","secondary consumers",3
26.3,33.6,"benthic","secondary consumers",NA
26.3,33.8,"benthic","secondary consumers",NA
26.3,34,"benthic","secondary consumers",NA
26.3,34.2,"benthic","secondary consumers",3
26.3,34.4,"benthic","secondary consumers",NA
26.3,34.6,"benthic","secondary consumers",NA
26.3,34.8,"benthic","secondary consumers",1
26.3,35.6,"benthic","secondary consumers",NA
26.3,36,"benthic","secondary consumers",4
26.3,36.2,"benthic","secondary consumers",4
26.3,36.4,"benthic","secondary consumers",2
26.3,36.8,"benthic","secondary consumers",7
26.3,37.2,"benthic","secondary consumers",7
26.3,37.4,"benthic","secondary consumers",7
26.3,37.8,"benthic","secondary consumers",1
26.3,38,"benthic","secondary consumers",4
26.3,38.8,"benthic","secondary consumers",1
26.5,31.6,"benthic","secondary consumers",7
26.5,31.8,"benthic","secondary consumers",4
26.5,32,"benthic","secondary consumers",NA
26.5,32.2,"benthic","secondary consumers",NA
26.5,32.4,"benthic","secondary consumers",NA
26.5,32.6,"benthic","secondary consumers",NA
26.5,32.8,"benthic","secondary consumers",NA
26.5,33,"benthic","secondary consumers",NA
26.5,33.2,"benthic","secondary consumers",NA
26.5,33.4,"benthic","secondary consumers",NA
26.5,33.6,"benthic","secondary consumers",NA
26.5,33.8,"benthic","secondary consumers",NA
26.5,34,"benthic","secondary consumers",NA
26.5,34.2,"benthic","secondary consumers",NA
26.5,34.4,"benthic","secondary consumers",NA
26.5,34.6,"benthic","secondary consumers",NA
26.5,34.8,"benthic","secondary consumers",NA
26.5,35,"benthic","secondary consumers",3
26.5,35.2,"benthic","secondary consumers",4
26.5,35.4,"benthic","secondary consumers",2
26.5,35.6,"benthic","secondary consumers",4
26.5,35.8,"benthic","secondary consumers",4
26.5,36,"benthic","secondary consumers",2
26.5,36.2,"benthic","secondary consumers",4
26.5,36.4,"benthic","secondary consumers",7
26.5,36.8,"benthic","secondary consumers",2
26.5,38,"benthic","secondary consumers",7
26.5,38.8,"benthic","secondary consumers",6
26.7,31.6,"benthic","secondary consumers",1
26.7,31.8,"benthic","secondary consumers",3
26.7,32,"benthic","secondary consumers",NA
26.7,32.2,"benthic","secondary consumers",NA
26.7,32.4,"benthic","secondary consumers",NA
26.7,32.6,"benthic","secondary consumers",NA
26.7,32.8,"benthic","secondary consumers",NA
26.7,33,"benthic","secondary consumers",NA
26.7,33.2,"benthic","secondary consumers",NA
26.7,33.4,"benthic","secondary consumers",NA
26.7,33.6,"benthic","secondary consumers",3
26.7,33.8,"benthic","secondary consumers",NA
26.7,34,"benthic","secondary consumers",NA
26.7,34.2,"benthic","secondary consumers",NA
26.7,34.4,"benthic","secondary consumers",1
26.7,34.6,"benthic","secondary consumers",3
26.7,34.8,"benthic","secondary consumers",NA
26.7,35,"benthic","secondary consumers",3
26.7,35.2,"benthic","secondary consumers",1
26.7,35.4,"benthic","secondary consumers",2
26.7,35.6,"benthic","secondary consumers",NA
26.7,35.8,"benthic","secondary consumers",4
26.7,36,"benthic","secondary consumers",4
26.7,36.6,"benthic","secondary consumers",2
26.7,36.8,"benthic","secondary consumers",7
26.7,37,"benthic","secondary consumers",7
26.7,38,"benthic","secondary consumers",7
26.9,31.6,"benthic","secondary consumers",8
26.9,31.8,"benthic","secondary consumers",NA
26.9,32,"benthic","secondary consumers",NA
26.9,32.2,"benthic","secondary consumers",NA
26.9,32.4,"benthic","secondary consumers",NA
26.9,32.6,"benthic","secondary consumers",NA
26.9,32.8,"benthic","secondary consumers",NA
26.9,33,"benthic","secondary consumers",NA
26.9,33.2,"benthic","secondary consumers",NA
26.9,33.4,"benthic","secondary consumers",NA
26.9,33.6,"benthic","secondary consumers",3
26.9,33.8,"benthic","secondary consumers",3
26.9,34,"benthic","secondary consumers",NA
26.9,34.2,"benthic","secondary consumers",NA
26.9,34.4,"benthic","secondary consumers",3
26.9,34.6,"benthic","secondary consumers",3
26.9,34.8,"benthic","secondary consumers",NA
26.9,35,"benthic","secondary consumers",3
26.9,35.2,"benthic","secondary consumers",1
26.9,35.6,"benthic","secondary consumers",NA
26.9,35.8,"benthic","secondary consumers",1
26.9,36,"benthic","secondary consumers",1
26.9,36.2,"benthic","secondary consumers",4
26.9,36.4,"benthic","secondary consumers",2
27.1,31.6,"benthic","secondary consumers",1
27.1,31.8,"benthic","secondary consumers",3
27.1,32,"benthic","secondary consumers",NA
27.1,32.2,"benthic","secondary consumers",NA
27.1,32.4,"benthic","secondary consumers",NA
27.1,32.6,"benthic","secondary consumers",NA
27.1,32.8,"benthic","secondary consumers",NA
27.1,33,"benthic","secondary consumers",NA
27.1,33.2,"benthic","secondary consumers",NA
27.1,33.4,"benthic","secondary consumers",NA
27.1,33.6,"benthic","secondary consumers",NA
27.1,33.8,"benthic","secondary consumers",3
27.1,34,"benthic","secondary consumers",NA
27.1,34.2,"benthic","secondary consumers",NA
27.1,34.4,"benthic","secondary consumers",NA
27.1,34.6,"benthic","secondary consumers",4
27.1,34.8,"benthic","secondary consumers",3
27.1,35,"benthic","secondary consumers",1
27.1,35.2,"benthic","secondary consumers",3
27.1,36,"benthic","secondary consumers",1
27.1,36.2,"benthic","secondary consumers",3
27.1,36.4,"benthic","secondary consumers",2
27.3,31.6,"benthic","secondary consumers",1
27.3,31.8,"benthic","secondary consumers",NA
27.3,32,"benthic","secondary consumers",NA
27.3,32.2,"benthic","secondary consumers",NA
27.3,32.4,"benthic","secondary consumers",NA
27.3,32.6,"benthic","secondary consumers",NA
27.3,32.8,"benthic","secondary consumers",NA
27.3,33,"benthic","secondary consumers",NA
27.3,33.2,"benthic","secondary consumers",NA
27.3,33.4,"benthic","secondary consumers",NA
27.3,33.6,"benthic","secondary consumers",NA
27.3,33.8,"benthic","secondary consumers",NA
27.3,34,"benthic","secondary consumers",NA
27.3,34.2,"benthic","secondary consumers",NA
27.3,34.4,"benthic","secondary consumers",NA
27.3,34.6,"benthic","secondary consumers",1
27.3,34.8,"benthic","secondary consumers",3
27.3,35,"benthic","secondary consumers",4
27.3,35.2,"benthic","secondary consumers",1
27.3,35.4,"benthic","secondary consumers",1
27.3,36,"benthic","secondary consumers",4
27.3,36.2,"benthic","secondary consumers",4
27.5,31.4,"benthic","secondary consumers",7
27.5,31.6,"benthic","secondary consumers",3
27.5,31.8,"benthic","secondary consumers",NA
27.5,32,"benthic","secondary consumers",NA
27.5,32.2,"benthic","secondary consumers",NA
27.5,32.4,"benthic","secondary consumers",NA
27.5,32.6,"benthic","secondary consumers",NA
27.5,32.8,"benthic","secondary consumers",NA
27.5,33,"benthic","secondary consumers",NA
27.5,33.2,"benthic","secondary consumers",NA
27.5,33.4,"benthic","secondary consumers",NA
27.5,33.6,"benthic","secondary consumers",NA
27.5,33.8,"benthic","secondary consumers",NA
27.5,34,"benthic","secondary consumers",NA
27.5,34.2,"benthic","secondary consumers",NA
27.5,34.4,"benthic","secondary consumers",NA
27.5,34.6,"benthic","secondary consumers",NA
27.5,34.8,"benthic","secondary consumers",NA
27.5,35,"benthic","secondary consumers",4
27.5,35.2,"benthic","secondary consumers",4
27.5,35.4,"benthic","secondary consumers",1
27.5,35.6,"benthic","secondary consumers",1
27.5,35.8,"benthic","secondary consumers",4
27.5,36,"benthic","secondary consumers",4
27.7,31.4,"benthic","secondary consumers",4
27.7,31.6,"benthic","secondary consumers",3
27.7,31.8,"benthic","secondary consumers",NA
27.7,32,"benthic","secondary consumers",NA
27.7,32.2,"benthic","secondary consumers",NA
27.7,32.4,"benthic","secondary consumers",NA
27.7,32.6,"benthic","secondary consumers",NA
27.7,32.8,"benthic","secondary consumers",NA
27.7,33,"benthic","secondary consumers",NA
27.7,33.2,"benthic","secondary consumers",NA
27.7,33.4,"benthic","secondary consumers",NA
27.7,33.6,"benthic","secondary consumers",NA
27.7,33.8,"benthic","secondary consumers",NA
27.7,34,"benthic","secondary consumers",NA
27.7,34.2,"benthic","secondary consumers",NA
27.7,34.4,"benthic","secondary consumers",3
27.7,34.6,"benthic","secondary consumers",NA
27.7,34.8,"benthic","secondary consumers",NA
27.7,35,"benthic","secondary consumers",3
27.7,35.2,"benthic","secondary consumers",1
27.7,35.4,"benthic","secondary consumers",1
27.7,35.6,"benthic","secondary consumers",4
27.7,36.4,"benthic","secondary consumers",2
27.9,31.4,"benthic","secondary consumers",4
27.9,31.6,"benthic","secondary consumers",3
27.9,31.8,"benthic","secondary consumers",NA
27.9,32,"benthic","secondary consumers",NA
27.9,32.2,"benthic","secondary consumers",NA
27.9,32.4,"benthic","secondary consumers",NA
27.9,32.6,"benthic","secondary consumers",NA
27.9,32.8,"benthic","secondary consumers",NA
27.9,33,"benthic","secondary consumers",NA
27.9,33.2,"benthic","secondary consumers",NA
27.9,33.4,"benthic","secondary consumers",NA
27.9,33.6,"benthic","secondary consumers",NA
27.9,33.8,"benthic","secondary consumers",NA
27.9,34,"benthic","secondary consumers",NA
27.9,34.2,"benthic","secondary consumers",NA
27.9,34.4,"benthic","secondary consumers",3
27.9,34.6,"benthic","secondary consumers",NA
27.9,34.8,"benthic","secondary consumers",NA
27.9,35,"benthic","secondary consumers",3
27.9,35.2,"benthic","secondary consumers",4
27.9,35.4,"benthic","secondary consumers",1
27.9,35.6,"benthic","secondary consumers",2
27.9,35.8,"benthic","secondary consumers",1
28.1,31.2,"benthic","secondary consumers",1
28.1,31.4,"benthic","secondary consumers",1
28.1,31.6,"benthic","secondary consumers",3
28.1,31.8,"benthic","secondary consumers",3
28.1,32,"benthic","secondary consumers",NA
28.1,32.2,"benthic","secondary consumers",NA
28.1,32.4,"benthic","secondary consumers",NA
28.1,32.6,"benthic","secondary consumers",NA
28.1,32.8,"benthic","secondary consumers",NA
28.1,33,"benthic","secondary consumers",NA
28.1,33.2,"benthic","secondary consumers",NA
28.1,33.4,"benthic","secondary consumers",NA
28.1,33.6,"benthic","secondary consumers",NA
28.1,33.8,"benthic","secondary consumers",NA
28.1,34,"benthic","secondary consumers",NA
28.1,34.2,"benthic","secondary consumers",NA
28.1,34.4,"benthic","secondary consumers",3
28.1,34.6,"benthic","secondary consumers",NA
28.1,34.8,"benthic","secondary consumers",NA
28.1,35,"benthic","secondary consumers",NA
28.1,35.2,"benthic","secondary consumers",1
28.1,35.4,"benthic","secondary consumers",1
28.1,35.6,"benthic","secondary consumers",NA
28.1,35.8,"benthic","secondary consumers",3
28.3,31.2,"benthic","secondary consumers",2
28.3,31.4,"benthic","secondary consumers",1
28.3,31.6,"benthic","secondary consumers",3
28.3,31.8,"benthic","secondary consumers",3
28.3,32,"benthic","secondary consumers",NA
28.3,32.2,"benthic","secondary consumers",NA
28.3,32.4,"benthic","secondary consumers",NA
28.3,32.6,"benthic","secondary consumers",NA
28.3,32.8,"benthic","secondary consumers",NA
28.3,33,"benthic","secondary consumers",NA
28.3,33.2,"benthic","secondary consumers",NA
28.3,33.4,"benthic","secondary consumers",NA
28.3,33.6,"benthic","secondary consumers",NA
28.3,33.8,"benthic","secondary consumers",NA
28.3,34,"benthic","secondary consumers",NA
28.3,34.2,"benthic","secondary consumers",NA
28.3,34.4,"benthic","secondary consumers",3
28.3,34.6,"benthic","secondary consumers",NA
28.3,34.8,"benthic","secondary consumers",NA
28.3,35,"benthic","secondary consumers",NA
28.3,35.2,"benthic","secondary consumers",NA
28.3,35.4,"benthic","secondary consumers",3
28.3,35.6,"benthic","secondary consumers",NA
28.3,35.8,"benthic","secondary consumers",NA
28.3,36,"benthic","secondary consumers",NA
28.3,36.2,"benthic","secondary consumers",3
28.3,36.6,"benthic","secondary consumers",2
28.5,31.2,"benthic","secondary consumers",2
28.5,31.4,"benthic","secondary consumers",1
28.5,31.6,"benthic","secondary consumers",1
28.5,31.8,"benthic","secondary consumers",3
28.5,32,"benthic","secondary consumers",NA
28.5,32.2,"benthic","secondary consumers",NA
28.5,32.4,"benthic","secondary consumers",NA
28.5,32.6,"benthic","secondary consumers",NA
28.5,32.8,"benthic","secondary consumers",NA
28.5,33,"benthic","secondary consumers",NA
28.5,33.2,"benthic","secondary consumers",NA
28.5,33.4,"benthic","secondary consumers",NA
28.5,33.6,"benthic","secondary consumers",NA
28.5,33.8,"benthic","secondary consumers",NA
28.5,34,"benthic","secondary consumers",NA
28.5,34.2,"benthic","secondary consumers",NA
28.5,34.4,"benthic","secondary consumers",3
28.5,34.6,"benthic","secondary consumers",NA
28.5,34.8,"benthic","secondary consumers",NA
28.5,35,"benthic","secondary consumers",NA
28.5,35.2,"benthic","secondary consumers",NA
28.5,35.4,"benthic","secondary consumers",NA
28.5,35.6,"benthic","secondary consumers",NA
28.5,35.8,"benthic","secondary consumers",NA
28.5,36,"benthic","secondary consumers",NA
28.5,36.2,"benthic","secondary consumers",NA
28.5,36.4,"benthic","secondary consumers",NA
28.5,36.6,"benthic","secondary consumers",2
28.7,31.2,"benthic","secondary consumers",4
28.7,31.4,"benthic","secondary consumers",1
28.7,31.6,"benthic","secondary consumers",1
28.7,31.8,"benthic","secondary consumers",3
28.7,32,"benthic","secondary consumers",NA
28.7,32.2,"benthic","secondary consumers",NA
28.7,32.4,"benthic","secondary consumers",NA
28.7,32.6,"benthic","secondary consumers",NA
28.7,32.8,"benthic","secondary consumers",NA
28.7,33,"benthic","secondary consumers",NA
28.7,33.2,"benthic","secondary consumers",NA
28.7,33.4,"benthic","secondary consumers",NA
28.7,33.6,"benthic","secondary consumers",NA
28.7,33.8,"benthic","secondary consumers",NA
28.7,34,"benthic","secondary consumers",NA
28.7,34.2,"benthic","secondary consumers",NA
28.7,34.4,"benthic","secondary consumers",NA
28.7,34.6,"benthic","secondary consumers",3
28.7,34.8,"benthic","secondary consumers",NA
28.7,35,"benthic","secondary consumers",NA
28.7,35.2,"benthic","secondary consumers",NA
28.7,35.4,"benthic","secondary consumers",NA
28.7,35.6,"benthic","secondary consumers",NA
28.7,35.8,"benthic","secondary consumers",NA
28.7,36,"benthic","secondary consumers",NA
28.7,36.2,"benthic","secondary consumers",NA
28.7,36.4,"benthic","secondary consumers",NA
28.9,31.2,"benthic","secondary consumers",4
28.9,31.4,"benthic","secondary consumers",1
28.9,31.6,"benthic","secondary consumers",1
28.9,31.8,"benthic","secondary consumers",3
28.9,32,"benthic","secondary consumers",3
28.9,32.2,"benthic","secondary consumers",3
28.9,32.4,"benthic","secondary consumers",NA
28.9,32.6,"benthic","secondary consumers",NA
28.9,32.8,"benthic","secondary consumers",NA
28.9,33,"benthic","secondary consumers",NA
28.9,33.2,"benthic","secondary consumers",NA
28.9,33.4,"benthic","secondary consumers",NA
28.9,33.6,"benthic","secondary consumers",NA
28.9,33.8,"benthic","secondary consumers",NA
28.9,34,"benthic","secondary consumers",NA
28.9,34.2,"benthic","secondary consumers",NA
28.9,34.4,"benthic","secondary consumers",3
28.9,34.6,"benthic","secondary consumers",NA
28.9,34.8,"benthic","secondary consumers",3
28.9,35,"benthic","secondary consumers",NA
28.9,35.2,"benthic","secondary consumers",NA
28.9,35.4,"benthic","secondary consumers",NA
28.9,35.6,"benthic","secondary consumers",NA
28.9,35.8,"benthic","secondary consumers",NA
28.9,36,"benthic","secondary consumers",NA
28.9,36.2,"benthic","secondary consumers",NA
28.9,36.4,"benthic","secondary consumers",1
29.1,31,"benthic","secondary consumers",9
29.1,31.2,"benthic","secondary consumers",2
29.1,31.4,"benthic","secondary consumers",4
29.1,31.6,"benthic","secondary consumers",1
29.1,31.8,"benthic","secondary consumers",1
29.1,32,"benthic","secondary consumers",3
29.1,32.2,"benthic","secondary consumers",3
29.1,32.4,"benthic","secondary consumers",3
29.1,32.6,"benthic","secondary consumers",NA
29.1,32.8,"benthic","secondary consumers",NA
29.1,33,"benthic","secondary consumers",NA
29.1,33.2,"benthic","secondary consumers",NA
29.1,33.4,"benthic","secondary consumers",NA
29.1,33.6,"benthic","secondary consumers",NA
29.1,33.8,"benthic","secondary consumers",NA
29.1,34,"benthic","secondary consumers",NA
29.1,34.2,"benthic","secondary consumers",NA
29.1,34.4,"benthic","secondary consumers",3
29.1,34.6,"benthic","secondary consumers",NA
29.1,34.8,"benthic","secondary consumers",3
29.1,35,"benthic","secondary consumers",NA
29.1,35.2,"benthic","secondary consumers",NA
29.1,35.4,"benthic","secondary consumers",NA
29.1,35.6,"benthic","secondary consumers",NA
29.1,35.8,"benthic","secondary consumers",NA
29.1,36,"benthic","secondary consumers",NA
29.1,36.2,"benthic","secondary consumers",1
29.3,31,"benthic","secondary consumers",2
29.3,31.2,"benthic","secondary consumers",7
29.3,31.4,"benthic","secondary consumers",4
29.3,31.6,"benthic","secondary consumers",1
29.3,31.8,"benthic","secondary consumers",1
29.3,32,"benthic","secondary consumers",1
29.3,32.2,"benthic","secondary consumers",3
29.3,32.4,"benthic","secondary consumers",3
29.3,32.6,"benthic","secondary consumers",3
29.3,32.8,"benthic","secondary consumers",NA
29.3,33,"benthic","secondary consumers",NA
29.3,33.2,"benthic","secondary consumers",NA
29.3,33.4,"benthic","secondary consumers",NA
29.3,33.6,"benthic","secondary consumers",NA
29.3,33.8,"benthic","secondary consumers",NA
29.3,34,"benthic","secondary consumers",NA
29.3,34.2,"benthic","secondary consumers",NA
29.3,34.4,"benthic","secondary consumers",NA
29.3,34.6,"benthic","secondary consumers",NA
29.3,34.8,"benthic","secondary consumers",3
29.3,35,"benthic","secondary consumers",NA
29.3,35.2,"benthic","secondary consumers",NA
29.3,35.4,"benthic","secondary consumers",NA
29.3,35.6,"benthic","secondary consumers",NA
29.3,35.8,"benthic","secondary consumers",NA
29.3,36,"benthic","secondary consumers",NA
29.5,31.2,"benthic","secondary consumers",1
29.5,31.4,"benthic","secondary consumers",7
29.5,31.6,"benthic","secondary consumers",4
29.5,31.8,"benthic","secondary consumers",1
29.5,32,"benthic","secondary consumers",1
29.5,32.2,"benthic","secondary consumers",1
29.5,32.4,"benthic","secondary consumers",3
29.5,32.6,"benthic","secondary consumers",3
29.5,32.8,"benthic","secondary consumers",3
29.5,33,"benthic","secondary consumers",NA
29.5,33.2,"benthic","secondary consumers",NA
29.5,33.4,"benthic","secondary consumers",NA
29.5,33.6,"benthic","secondary consumers",NA
29.5,33.8,"benthic","secondary consumers",NA
